id,org,dept,name,description,Mandate,Reliance,mandate_coded,relince_coded
1111,"Monroe, OH",PUBLIC WORKS,Accounting Services - General,"Process general accounts payable and accounts receivable across all divisions, except for cemetery",4,4,1,1
1687,"Addison, TX",Finance Department,Accounting/Financial Reporting,"Preparing the Annual Comprehensive Financial Report, coordinating the audit, coding transactions, preparing account reconciliations, quarterly financial reporting, and monthly financial reporting.",4,0,1,0
615,"Beaumont, AB",Finance,Accounts Payable,"Provide accurate, timely processing and payment of all vendor invoices and staff expense claims; ensure proper authorization and compliance with procurement policy; manage vendor list; process queries.",4,4,1,1
620,Duluth,Purchasing,Accounts Payable,Processing and paying invoices to City vendors.,4,3,1,0
751,UnifiedGov,Finance Department,Accounts Payable,Processing daily account payable,4,3,1,0
1086,Gaston County,Finance,Accounts Payable,none,4,3,1,0
1122,Rowlett,Finance,Accounts Payable,"Audit all invoices, procurement card (P-Card) transactions, and employee travel and expense reimbursement requests for compliance to polices and documentation requirements.",4,0,1,0
1178,Meridian,Finance,Accounts Payable,"Process internal and external invoices for products and services via PO's, contracts and direct payments and produce corresponding check runs.",4,4,1,1
1271,"Salt Lake City, UT",DEPARTMENT OF FINANCE,Accounts Payable,"This program handles purchase order and contract payment, issues checks and coordinates check record storage.  The group also supervises departmental credit card administrators, monitors the credit card system and monitors compliance with credit card policies and procedures.",4,0,1,0
1568,"Lees Summit, MO",Finance,Accounts Payable,Payments to vendors and suppliers for all city departments.  Ensure policies and regulation adhered to regarding departmental spending.,4,2,1,0
2002,"St Albert, AB",Financial Services and Information Technology: Financial Services,Accounts Payable,Management of moneys owed by the City to vendors.,4,0,1,0
2611,"Addison, TX",Finance Department,Accounts Payable,"Paying invoices for all departments via check, ACH, and SUA;  posting invoices paid through direct disbursements; processing employee expense reimbursements; preparing 1099's for vendors and filing with the IRS annually.",4,0,1,0
5116,San Juan County,TREASURER,Accounts Payable - Tax Disbursements & Refunds,Process checks and ACH disbursement payments for property tax collections.,4,4,1,1
2908,Jefferson,Parks,Accounts Payable & Budget,"Daily/Weekly/Monthly processing of invoices and bills incurred through general parks operations and assignment to proper account and project codes.  Provide monthly budget reports to Parks Committee for review and approval.  Development of the departmental annual budget including recommendations for annual capital projects and a 5 year capital improvement plan and 5 year capital auto plan.   Provide recommendations and solutions to accomplish required projects within the budget guidelines. Work with finance to meet budget deadlines, answer questions, adjust budgetary line items, and find solutions to funding shortfalls.",4,3,1,0
856,Tulsa,Finance,Accounts Payable /P-Card,Processing and paying invoices. Manage vendor relationships. P-card program.,4,2,1,0
856,Tulsa Test Liz,Finance,Accounts Payable /P-Card,Processing and paying invoices. Manage vendor relationships. P-card program.,4,2,1,0
348,"Canton, MI",210 - Finance and Budget,Accounts Payable Processing,"Review & keypunch invoices, check printing, statement reconciliation, vendor creation, maintain reports, maintain invoice paid files, maintain commodity codes, create new files, remove old files & W-9 filing",4,0,1,0
472,"Eugene, OR",CS,Accounts Payable Processing,"Utilize corporate software to enter data, confirm accuracy, maintain internal controls while processing outstanding invoices and making timely payments, year-end reporting, coordinate with departments and customers (troubleshooting within PeopleSoft, ensuring accuracy, processing credits, ensuring supplier account balances are correct).",4,3,1,0
797,Marathon,Finance,Accounts Payable Processing,"Process all accounts payable for the County. Maintain vendors and complete year end reporting for IRS (1099), weekly invoices processing,",4,3,1,0
1474,Jefferson,Finance,Accounts Payable Processing,"Year end reporting, annual 1099 forms, weekly voucher processing including check printing and distribution, ongoing vendor ACH processing and maintenance",4,4,1,1
876,Flagstaff,02-Management Services,Accounts Payable Processing and Maintenance,"Pay outstanding invoices, issue 1099s and unclaimed property processing. Oversight and reporting of asset forfeiture and equitable sharing funds.",4,4,1,1
1000,"Riverside, CA",Finance,Accounts Payable Processing and Maintenance,Pay outstanding vendors; issue annual 1099 tax forms; audit and pay employee expense statements; track retainage payables; reconcile accounts payable balances.,4,4,1,1
727,Ferndale,Budget & Finance,Accounts Payable/ Receivable Processing and Maintenance,Pay and issue outstanding invoices. Administer city owned credit cards. Register vendors working with or for city.,4,4,1,1
815,Marathon,County Treasurer,Accounts Payable/Electronic Payment Processing,"Printing the accounts payable checks and preparing them for mailing
Setting up and sending electronic (ACH & Wires) payments and withdrawals for County purchases, bonds, property tax payments, child support payments, etc.",4,3,1,0
769,UnifiedGov,Finance Department,Accounts Receivable,Processing monthly accounts receivable,4,3,1,0
864,"Strathcona County, AB",Financial and Strategic Management,Accounts Receivable,"Provision of accurate, timely processing of customer invoicing including tracking and collecting on outstanding balances.",4,3,1,0
1090,Gaston County,Finance,Accounts Receivable,none,4,3,1,0
1235,"Monroe, OH",FINANCE,Accounts Receivable,"Generate invoices for service provided by the City and process all monies received timely and accurately.  Payments include daily deposits, online payments and cash receipts.",4,4,1,1
2003,"St Albert, AB",Financial Services and Information Technology: Financial Services,Accounts Receivable,"Management of the money owed to the City related to vendors, employees, ambulance and general receivables.  Including non-tax revenue collection and payment.",4,4,1,1
546,"Columbia, SC",Payment Center,Accounts Receivable - Commercial Stormwater Billing,The Payment Center receive payments for Commercial Stormwater Billing,4,4,1,1
547,"Columbia, SC",Payment Center,Accounts Receivable - Residential Stormwater Billing,The Payment Center receive payments for Residential Stormwater Billing,4,4,1,1
102,Roswell,40 - Finance,Accounts Receivable Collection,Review delinquent sanitation accounts; coordinate payment plan arrangements and the placement of liens.,4,0,1,0
1198,"Riverside, CA",RPU - Electric,"Accumulation and Reporting of Local, State and Federal Regulatory Compliance Data associated with Utility Operations","Reporting of all utility operational data to multiple Local, State and Federal regulatory agencies.  Examples of such agencies include the South Coast Air Quality Management District (SCAQMD), Environmental Protection Agency (EPA), California Air Resources Board (CARB), California Energy Commission (CEC), the US Department of Energy, CAISO, NERC/WECC, OSHA, and City of Riverside and City of Corona Fire Departments.",4,4,1,1
347,Duluth,Library,Acquisitions,"Ordering, receiving, paying for library materials",4,4,1,1
1436,"Pittsburgh, PA",DOMI,Active Transportation Planning,Planning services directed towards active transportation planning,4,0,1,0
1001,"Riverside, CA",Finance,"Actuarial Reports, Entries, and Reporting","Compile data and coordinate external preparation of actuarial reports for Other Post Employment Benefits (OPEB), net pension liability, and self-insurance funds. Prepare journal entries and/or staff reports.",4,0,1,0
205,KansasCity,Parks and Recreation,ADA Compliance,Ensuring that ADA requirements are met,4,4,1,1
540,Lawrence,City Wide,ADA Compliance,"Evaluate and develop transition plans for facilities, programs, services, and right of way; training, education, and outreach.",4,4,1,1
1284,"Monroe, OH",ENGINEERING,ADA Compliance, Assist with issues for compliance with state and federal laws and regulations and City personnel policies.,4,0,1,0
1578,Jefferson,Human Resources,ADA Compliance,Ensuring the system and communication is available and provided to our supervisors to ensure compliance with ADA. Meetings with staff related to ADA issues/items to ensure compliance,4,4,1,1
526,"Washington County, WI",Human Resources,ADA- Compliance,Ensuring the system and communication is available and provided to our supervisors to ensure compliance with ADA. Meetings with staff related to ADA issues/items to ensure compliance,4,3,1,0
665,"Branson, MO",Engineering,ADA Compliance Program,Ensure pedestrian walkways located within the city's public right-of-way meet the Americans with Disabilities Act (ADA) required to make services and programs in City facilities and public right-of-way accessible to people with disabilities,4,4,1,1
558,UnifiedGov,Transit,ADA Paratransit,"Federally-mandated complementary paratransit service for ADA certified customers. This service, formally known as Dial-A-Ride in Wyandotte County, is most frequently operated as a curb-to-curb service, meaning that passengers will be picked up or dropped off in front of their requested pickup or drop-off point. This service is operated during the same time as UG Transit Fixed Route service. We also contract with the Kansas City Area Transportation Authority (KCATA) to provide extended evening, weekend and holiday service.",4,3,1,0
1103,East Lansing,"Planning, Bldg and Dev",ADA Transition Plan and enforcement,Oversee Transition Plan and inspect city facilities for Americans with Disabilities (ADA) compliance,4,0,1,0
292,"Columbia, SC",City Manager - Human Resources,ADAA and FMLA Administration,none,4,4,1,1
4602,San Juan County,COMMUNITY DEVELOPMENT,Address Coordination with the State,Coordinates date uploads and report distribution with GIS providers for 9-1-1 and the Communications Authority; maintains the Master Street Address Guide (MSAG) and database.,4,4,1,1
1874,UnifiedGov,Knowledge Department,Address Management,Maintenance and up keep of address dataset.  Dataset is critical to public safety and divisions across the UG.,4,4,1,1
1274,Gaston County,Planning/Development Services,Addressing,none,4,4,1,1
4486,San Juan County,ALTERNATIVE SENTENCING,ADE Database Management,Tracks offender progress and enters into ADE database,4,4,1,1
4485,San Juan County,ALTERNATIVE SENTENCING,ADE Screening Instrument Administration,none,4,4,1,1
4059,"Columbia, SC",1011505,Adjudicate,"Adjudicates  criminal,  traffic, CDV, and Quality of Life cases as well as conduct bench and jury trials.",4,4,1,1
1600,"Lees Summit, MO",Municipal Court,Adjudication of Citations,"Court proceedings, court trials and judicial case management performed by Municipal Judges (elected).",4,4,1,1
593,"Branson, MO",Police,Admin & Project Management,"Grant management, contracts etc.",4,4,1,1
2193,Littleton,Communications & Marketing,Admin./Finance,"Budget, Pcard reconciliation and approval, purchasing, contracts, RFPs, bids and PBB.",4,4,1,1
171,"Washington County, WI",County Attorney,Administative Enforcement-Deliquent Child Support,"Tax Intercept: Required by federal and state regulations - intercept federal and state tax refunds 45CFR303.72, 45CFR303.102, 49.855; Account Seizure: Seizure of accounts at financial institutions (DCF 152); License Suspension and Denial -Drivers, Professional and Recreational (49.857, DCF 152); Passport Denial: Deficit Reduction Act (DRA) requirement for non-payment of child support; Arrears Payment: administrative increase in income withholding (767.75(1f); Liens: personal and real property through the lien docket (49.854, DCF 152)",4,4,1,1
410,"Columbia, SC",Emergency Operations,ADMINISTRATIVE - Emergency Management Administration,"Ensure compliance with all federal, state, and local laws and ordinances. Assist with the budget, and control expenditures and provide input on revenue sources. Advise City manager/Supervisor on matters relating to department operations and city-wide operations. Research the type of equipment to purchase or programs to support, prepare bid specifications for equipment, projects and supplies; determine cost alternatives with pros and cons, and provides recommendations. Prepare or review plans and specifications for supplies, services, and contracts. Define and monitor performance, productivity, and compliance of subordinates with departmental missions, goals, objectives, policies, and procedures to ensure all work meets the required expectations. Develop and administer department policies and procedures.  Ability to attend training, exercises and conferences to further enhance the department growth in education. Successfully complete all National Incident Management System training requirements for the emergency management function. 40 hours of training yearly related to Emergency Management for certification Develop sort-term and long-term goals for the department. Tracking of employees and business partners who take work safety training. Supervise direct reports through coaching, interviewing, hiring, and training employees; planning, assigning, and directing work; appraising performance; rewarding and disciplining employees; addressing complaints and resolving problems.",4,4,1,1
411,"Columbia, SC",Emergency Operations,ADMINISTRATIVE - Emergency Management Administration,"All duties associated with administration and operation of the department. Duties include: budgeting, various planning meetings, staff meetings, reporting and program compliance, federal and state grant administration/program compliance, etc.",4,4,1,1
560,"Eugene, OR",CS,Administrative and Judicial Legal Proceedings and Appeals,"Represent the City in administrative, judicial, and appellate   proceedings, including ballot title challenges, public record appeals, Land Use Board of Appeals matters, Oregon Bureau of Labor and  Industries matters, and state and federal appellate court matters. Representation includes performing legal research; preparing hearing memorandums and appeal briefs; conducting oral argument; and supervising outside legal counsel when representation is not provided in-house ",4,3,1,0
2695,Jefferson,Planning and Zoning,Administrative Duties,"Perform administrative duties related to day to day activities and functions of the department. Manage personnel, budget, etc.",4,4,1,1
814,Tulsa,Working in Neighborhoods,Administrative Hearings Support for Nusisance Violations,"Provide support for administrtive hearings including scheduling, notification and preparation of case documentation",4,4,1,1
814,Tulsa Test Liz,Working in Neighborhoods,Administrative Hearings Support for Nusisance Violations,"Provide support for administrtive hearings including scheduling, notification and preparation of case documentation",4,4,1,1
1282,Tulsa,Police,Administrative Investigations,"Receive, process and investigate citizen and administrative complaints of officer misconduct",4,4,1,1
1282,Tulsa Test Liz,Police,Administrative Investigations,"Receive, process and investigate citizen and administrative complaints of officer misconduct",4,4,1,1
568,"Branson, MO",Planning & Development,Administrative Review Requests,"applicant request to the Board of Adjustment (takes in applications, meets with applicants, compiles information for staff report (graphics, maps, research, etc.), makes presentation to Board of Adjustment, completes findings of fact)",4,4,1,1
1383,"Riverside, CA",Community Development,Administrative Reviews,Process whereby the Community Economic Development Director or their designee reviews applications submitted to the City.,4,4,1,1
2697,Jefferson,Planning and Zoning,Administrative Support,Perform administrative support and budget support such as pay and enter bills and payment statements,4,3,1,0
366,Marathon,Sheriff's Office,Administrative Support for Sheriff's Office Operations,"This program is large and involves a number of staff who ensure all records of the MNSO are maintained and the general business of the Sheriff's Office meets the expectations of both internal and external customers.  Duties include the management of finances, budget preparation, processing of open records requests and the retention and archiving of said records.  This program is also where the public reports in person to fill requests and to meet with members of this office.",4,4,1,1
956,"Strathcona County, AB",Corporate Services,Administrative Tribunals,"Coordinates and supports appeal hearings to quasi-judicial boards (Subdivision and Development Appeal Board, Assessment Review Board, Bylaw Enforcement Order Review Committee, General Appeals and Review Committee) in accordance with requirements set out in the Municipal Government Act and principles of natural justice.",4,3,1,0
1086,"Columbia, SC",Animal Services,Adopt animals to the public,Fully vet homeless animals to be placed in adoption program so they can receive new or first time homes.,4,NA,1,0
1048,Gaston County,DHHS - Social Services,Adoptions,none,4,4,1,1
1610,Jefferson,Human Services,ADRC,"Provide accurate, unbiased information on all aspects of life related to aging or living with a disability; and serves as the access point for publicly-funded long term care.",4,4,1,1
95,"Washington County, WI",Aging & Disability Resource Center,ADRC  Review and Documentation Reporting,Review and report ADRC activities yearly to the State to obtain state ADRC contract,4,3,1,0
98,"Washington County, WI",Aging & Disability Resource Center,ADRC Community Education and Outreach,"Public education to make ADRC services known to members of its client populations, isolated persons, community agencies and service providers",4,3,1,0
99,"Washington County, WI",Aging & Disability Resource Center,"ADRC Marketing, Advertising and Promotion","Newsletters, Brochures, Advertising and promotional items provided to all client populations and the general public.",4,3,1,0
668,Marathon,Non-Departmental,ADRC-CW,none,4,3,1,0
642,Duluth,Workforce Development,Adult,"The Workforce Innovation and Opportunity Act (WIOA) Adult Program provides employment and training services to eligible adults 18 and over who are looking to gain skills and employment.  This includes those who are looking to improve or update work skills, start a new career, or who recently graduated from high-school and need training to help them reach their employment goals.  All services are free and tailored to fit individual needs.",4,2,1,0
1036,Gaston County,DHHS - Social Services,Adult Care Homes -Licensure,none,4,4,1,1
111,"Washington County, WI",Aging & Disability Resource Center,Adult Day Center Services,"Through Contract provide Services at a State certified Adult Day Center  which offers, bathing, meals, supervision and activities included in their daily rate for persons who cannot stay at home alone",4,3,1,0
1022,Gaston County,DHHS - Public Health,Adult Health Sexually Transmitted Disease/HIV Clinic,none,4,4,1,1
1968,Jefferson,Corporation Counsel,Adult Mental Health Commitments,"Prosecute cases on behalf of the public to involuntarily commit adults and juveniles who are mentally ill, dangerous and treatable",4,4,1,1
1037,Gaston County,DHHS - Social Services,Adult Placement Services,none,4,2,1,0
1038,Gaston County,DHHS - Social Services,Adult Protective Services,none,4,4,1,1
1613,Jefferson,Human Services,Adult Protective Services (APS) & Elder Abuse,"Ensure vulnerable adults, aged 18+ are aware of and have access to Adult Protective Services 24/7",4,4,1,1
1034,Gaston County,DHHS - Social Services,Adult Protective Services Intake,none,4,4,1,1
1386,"Riverside, CA",Community Development,Advance Planning,"Oversees a broad range of plans, updates the land use tools needed to implement those plans and coordinate outside agency proposals potential impacts to the City. Also completes annual reporting per State requirements.",4,4,1,1
731,UnifiedGov,Election,Advance/early voting,"By mail and in-person voting, permanent advance voters, as well as voting by federal, military and overseas civilian voters (UOCAVA). UOCAVA voters apply annually to receive a ballot 45 days prior to every election. Advance voters, who apply to vote by mail for each election, receive a voting ballot on or after the 20th day preceding every election. Permanent advance voters are enrolled in a program, because of a permanent illness or physical disability, to automatically receive a ballot for every election. Once enrolled, a permanent advance voter does not need to re-apply for a by-mail voting ballot for all future elections or until the voter dies or asks to be removed from the program. A permanent advance voter who does not vote in four consecutive general elections may need to re-enroll to continue automatically receiving a ballot.",4,4,1,1
1413,"Lees Summit, MO",Law Department,Advice to Departments and Administration,Advice on all aspects of City operations to every department including necessary research.,4,2,1,0
868,"Strathcona County, AB",Corporate Services,"Aerial, Ladder and Fire Pump Testing","Legislated Aerial, Fire Ladder and pump testing and inspections, as per National Fire Prevention Association (NFPA).",4,3,1,0
4079,"Columbia, SC",1011503,Affidavits,"Review affidavits submitted by police officers and individuals to determine probable cause for the issuance of arrest warrants, search warrants and courtesy summons documents.",4,4,1,1
293,"Columbia, SC",City Manager - Human Resources,Affirmative Action Plan,none,4,4,1,1
451,"Eugene, OR",PDD,Affordable Housing - Unit Creation & Rehabilitation,"Staff administer significant Federal and Local program funds used to increase the supply of Affordable Housing in Eugene, and to help maintain and rehabilitate existing Affordable Housing.  Fundamental to supporting the Housing Implementation Pipeline (HIP), funding includes Community Development Block Grant, the HUD HOME programs, the local Affordable Housing Trust Fund, and other local resources.  ",4,4,1,1
449,"Green Bay, WI",25 -  COMMUNITY AND ECONOMIC DEVELOP,Affordable Housing Assistance,Technical and financial resources for developers seeking to improve and increase the amount of affordable housing. ,4,0,1,0
915,"Riverside, CA",City Manager,Affordable Housing Development,"Creation of affordable housing units throughout the City for low income individuals, families and seniors which also result in employment opportunities.",4,4,1,1
1417,Meridian,City Clerk,Agenda Preparation,Revision and review of all agenda items to ensure they are received on time and are correct. Process through proper approval process. Follow-up and communication with departments to ensure items are received on time for processing. Prepare documents and copies for public meetings.,4,4,1,1
99,"Branson, MO",City Clerk,Agenda Processing (Post-Meeting),"Process maintain and track all documents associated with Board meetings through PrimeGov. Provide archives with information for street vacations and easement. Assign Ordinance and Resolution Numbers to Ordinances and Resolutions and print on acid free paper. Do Code book updates and send ordinances to NOW website. Processes and submit annexations to county and 911. Keeping track of annual items and preliminary agendas for upcoming meetings. Record Board approved documents with the Taney County Recorder''''s Office. Keep a log of all documents recorded. ''''Provide Contract Management with any ordinances pertaining to compliance documents.Governed by State Statute, Secretary of State, Robert''''s Rules of Order, Code and City policy/procedure.",4,4,1,1
100,"Branson, MO",City Clerk,Agenda Processing (Pre-Meeting),"Use of PrimeGov for revision and review of all agenda items to ensure they are received on time and are correct to be sent to the Board of Aldermen and public. Process through proper workflow approval.  Follow-up and communication with departments to ensure items are received on time for processing. Provide support for departments in the processing of all Board and Committee agenda items through PrimeGov.  Governed by State Statute, Secretary of State, Robert''''s Rules of Order, Code and City policy/procedure.",4,4,1,1
1049,"Lethbridge, AB",Regulatory Services,Aggressive Dog Committee Hearings,Organizing and conducting quasi-judicial tribunals for aggressive dog appeals.,4,4,1,1
94,"Washington County, WI",Aging & Disability Resource Center,Aging Plan Self-Assessment,"Review goals, activities, and objectives of the Aging services yearly and report to the Greater Wisconsin Agency on Aging Resources.",4,4,1,1
504,"Columbia, SC",Real Estate,Agreements,"Prepare and process agreements for capital improvements projects including railroad agreements, encroachment agreements, rights-of-entry, permissions, easement agreements, hold-harmless agreements, and easement releases.       Prepare and process agreements, contracts for purchase, contracts for sale, lease agreements, mortgage releases, affidavits and related other real estate agreements for real property transactions.",4,0,1,0
512,"Columbia, SC",Real Estate,Agreements,"Prepare and process agreements for capital improvements projects including railroad agreements, encroachment agreements, rights-of-entry, permissions, easement agreements, hold-harmless agreements, and easement releases.       Prepare and process agreements, contracts for purchase, contracts for sale, lease agreements, mortgage releases, affidavits and related other real estate agreements for real property transactions.",4,0,1,0
1270,Gaston County,Planning/Development Services,Agricultural Exemptions,none,4,3,1,0
351,"Green Bay, WI",10 -  ADMINISTRATIVE SERVICES,Agricultural Land Review,DOR requirement to yearly review all agriculture lands within the municipality to ensure agricultural land classification still applies or if the property USE changed the taxability.,4,0,1,0
323,"Washington County, WI",County Treasurer,Agricultural Use Value Conversion Billing and Collections,"Review, bill, and collect agricultural use value conversion fees from information received from assessor. Enter data and maintain detailed spreadsheets for each local municipality for the agricultural use conversions.  Calculate conversion fee and create invoice. Responsible for additional required follow-up on all delinquent invoices. Prepare payment vouchers to local treasurer's for monies collected (split 50-50 between county and local).",4,3,1,0
